waktu_utc	gerbang	label	ringkasan
2026-08-02T20:45Z	probe	-	pasangan=600 | pulih_utuh=531/600 (88.5%) | ditandai=98.0% | saran_benar=90.3% | kontrol_salah_tandai=5/600 (0.8%) | per_kelas_tandai/saran=ganda:100/96,hapus:97/86,substitusi:99/88,tukar:95/94 | sebab_salah=pengambilan:21,peringkat:36 | symspell_vs_dikirim=90.6%/90.3% (-0.3pp) | dibuang_kata_sah=53 | kalibrasi_hi/lo=89.3%(531)/100.0%(57) | deteksi_klitik/biasa=92.9%(28)/98.3%(572) | seed=0x5eed1234abcd0001
2026-08-02T20:45Z	doc	-	korpus=fixtures/doc-audit/dokumen-blog-pemilik.jsonl | dokumen=107 | kata=43447 | issue_total=843 | per_1k=19.40 | per_rule=merge:33,puebi:353,slang:20,split:16,typo:421 | kapital_awal_kalimat=37 (typo:15) | crash=0 | detik=2.7
2026-08-02T20:45Z	probe	-	pasangan=600 | pulih_utuh=531/600 (88.5%) | ditandai=98.0% | saran_benar=90.3% | kontrol_salah_tandai=5/600 (0.8%) | per_kelas_tandai/saran=ganda:100/96,hapus:97/86,substitusi:99/88,tukar:95/94 | sebab_salah=pengambilan:21,peringkat:36 | symspell_vs_dikirim=90.6%/90.3% (-0.3pp) | dibuang_kata_sah=53 | kalibrasi_hi/lo=89.3%(531)/100.0%(57) | deteksi_klitik/biasa=92.9%(28)/98.3%(572) | seed=0x5eed1234abcd0001
2026-08-02T20:45Z	doc	-	korpus=fixtures/doc-audit/dokumen-blog-pemilik.jsonl | dokumen=107 | kata=43447 | issue_total=592 | per_1k=13.63 | per_rule=merge:33,puebi:353,slang:20,split:16,typo:170 | kapital_awal_kalimat=33 (typo:11) | crash=0 | detik=3.4
2026-08-02T20:46Z	probe	-	pasangan=600 | pulih_utuh=531/600 (88.5%) | ditandai=95.7% | saran_benar=92.5% | kontrol_salah_tandai=5/600 (0.8%) | per_kelas_tandai/saran=ganda:97/99,hapus:96/87,substitusi:96/91,tukar:93/96 | sebab_salah=pengambilan:7,peringkat:36 | symspell_vs_dikirim=92.9%/92.5% (-0.3pp) | dibuang_kata_sah=53 | kalibrasi_hi/lo=91.7%(517)/100.0%(57) | deteksi_klitik/biasa=82.1%(28)/96.3%(572) | seed=0x5eed1234abcd0001
2026-08-02T20:46Z	doc	-	korpus=fixtures/doc-audit/dokumen-blog-pemilik.jsonl | dokumen=107 | kata=43447 | issue_total=526 | per_1k=12.11 | per_rule=merge:33,puebi:353,slang:20,split:16,typo:104 | kapital_awal_kalimat=31 (typo:9) | crash=0 | detik=2.9
2026-08-02T20:46Z	probe	-	pasangan=600 | pulih_utuh=513/600 (85.5%) | ditandai=91.2% | saran_benar=93.8% | kontrol_salah_tandai=5/600 (0.8%) | per_kelas_tandai/saran=ganda:90/100,hapus:95/87,substitusi:91/93,tukar:89/97 | sebab_salah=pengambilan:3,peringkat:31 | symspell_vs_dikirim=94.1%/93.8% (-0.4pp) | dibuang_kata_sah=53 | kalibrasi_hi/lo=93.1%(492)/100.0%(55) | deteksi_klitik/biasa=75.0%(28)/92.0%(572) | seed=0x5eed1234abcd0001
2026-08-02T20:46Z	doc	-	korpus=fixtures/doc-audit/dokumen-blog-pemilik.jsonl | dokumen=107 | kata=43447 | issue_total=472 | per_1k=10.86 | per_rule=merge:33,puebi:353,slang:20,split:16,typo:50 | kapital_awal_kalimat=27 (typo:5) | crash=0 | detik=3.2
2026-08-02T20:47Z	probe	-	pasangan=600 | pulih_utuh=464/600 (77.3%) | ditandai=82.2% | saran_benar=94.1% | kontrol_salah_tandai=5/600 (0.8%) | per_kelas_tandai/saran=ganda:86/100,hapus:88/87,substitusi:79/94,tukar:79/98 | sebab_salah=pengambilan:2,peringkat:27 | symspell_vs_dikirim=94.5%/94.1% (-0.4pp) | dibuang_kata_sah=53 | kalibrasi_hi/lo=93.5%(443)/100.0%(50) | deteksi_klitik/biasa=67.9%(28)/82.9%(572) | seed=0x5eed1234abcd0001
2026-08-02T20:47Z	doc	-	korpus=fixtures/doc-audit/dokumen-blog-pemilik.jsonl | dokumen=107 | kata=43447 | issue_total=440 | per_1k=10.13 | per_rule=merge:33,puebi:353,slang:20,split:16,typo:18 | kapital_awal_kalimat=23 (typo:1) | crash=0 | detik=3.3
2026-08-02T20:47Z	probe	-	pasangan=600 | pulih_utuh=370/600 (61.7%) | ditandai=65.3% | saran_benar=94.4% | kontrol_salah_tandai=5/600 (0.8%) | per_kelas_tandai/saran=ganda:70/100,hapus:68/85,substitusi:62/95,tukar:66/99 | sebab_salah=pengambilan:1,peringkat:21 | symspell_vs_dikirim=94.9%/94.4% (-0.5pp) | dibuang_kata_sah=53 | kalibrasi_hi/lo=93.7%(348)/100.0%(44) | deteksi_klitik/biasa=46.4%(28)/66.3%(572) | seed=0x5eed1234abcd0001
2026-08-02T20:47Z	recall	-	recall=78/80 (97.5%) | saran=78/78 (100.0%) | miss=2 | saran_salah=0 | over_flag=2 | lexicon=72608 | onnx=ready
2026-08-02T20:47Z	recall	-	recall=78/80 (97.5%) | saran=78/78 (100.0%) | miss=2 | saran_salah=0 | over_flag=2 | lexicon=72608 | onnx=ready
2026-08-02T20:47Z	recall	-	recall=78/80 (97.5%) | saran=78/78 (100.0%) | miss=2 | saran_salah=0 | over_flag=2 | lexicon=72608 | onnx=ready
2026-08-02T20:48Z	doc	-	korpus=fixtures/doc-audit/dokumen-blog-pemilik.jsonl | dokumen=107 | kata=43447 | issue_total=440 | per_1k=10.13 | per_rule=merge:33,puebi:353,slang:20,split:16,typo:18 | kapital_awal_kalimat=23 (typo:1) | crash=0 | detik=2.7
2026-08-02T20:48Z	recall	-	recall=78/80 (97.5%) | saran=78/78 (100.0%) | miss=2 | saran_salah=0 | over_flag=2 | lexicon=72608 | onnx=ready
2026-08-02T20:49Z	recall	-	recall=76/80 (95.0%) | saran=76/76 (100.0%) | miss=4 | saran_salah=0 | over_flag=2 | lexicon=72608 | onnx=ready
2026-08-02T20:49Z	recall	-	recall=76/80 (95.0%) | saran=76/76 (100.0%) | miss=4 | saran_salah=0 | over_flag=2 | lexicon=72608 | onnx=ready
2026-08-02T20:49Z	recall	-	recall=75/80 (93.8%) | saran=75/75 (100.0%) | miss=5 | saran_salah=0 | over_flag=1 | lexicon=72608 | onnx=ready
2026-08-02T20:49Z	recall	-	recall=72/80 (90.0%) | saran=72/72 (100.0%) | miss=8 | saran_salah=0 | over_flag=1 | lexicon=72608 | onnx=ready
2026-08-02T20:50Z	fp	task-36: typo dist<=1 jadi default	fp_total=0 | per_1k=0.00 | per_rule=- | crash=0 | kata=2430 | lexicon=72608
2026-08-02T20:50Z	recall	task-36: typo dist<=1 jadi default	recall=78/80 (97.5%) | saran=78/78 (100.0%) | miss=2 | saran_salah=0 | over_flag=2 | lexicon=72608 | onnx=ready
2026-08-02T20:50Z	doc	task-36: typo dist<=1 jadi default	korpus=fixtures/doc-audit/dokumen-blog-pemilik.jsonl | dokumen=107 | kata=43447 | issue_total=592 | per_1k=13.63 | per_rule=merge:33,puebi:353,slang:20,split:16,typo:170 | kapital_awal_kalimat=33 (typo:11) | crash=0 | detik=3.1
2026-08-02T20:50Z	wild	task-36: typo dist<=1 jadi default	issue_total=1576 | per_1k=10.23 | per_rule=merge:216,puebi:512,slang:277,split:76,typo:495 | crash=0 | kalimat=10000 | kata=154079 | detik=8.9 | lexicon=72608
2026-08-02T20:51Z	probe	task-36	pasangan=1500 | pulih_utuh=1309/1500 (87.3%) | ditandai=95.0% | saran_benar=91.9% | kontrol_salah_tandai=11/1500 (0.7%) | per_kelas_tandai/saran=ganda:96/99,hapus:95/83,substitusi:95/92,tukar:94/95 | sebab_salah=pengambilan:28,peringkat:88 | symspell_vs_dikirim=92.0%/91.9% (-0.1pp) | dibuang_kata_sah=156 | kalibrasi_hi/lo=91.0%(1277)/99.3%(148) | deteksi_klitik/biasa=77.9%(77)/95.9%(1423) | seed=0x5eed1234abcd0001
2026-08-03T04:40Z	doc	-	korpus=fixtures/doc-audit/documents.jsonl | dokumen=400 | kata=205613 | issue_total=2255 | per_1k=10.97 | per_rule=merge:241,puebi:773,slang:210,split:106,typo:925 | kapital_awal_kalimat=132 (typo:83) | crash=0 | detik=11.9
2026-08-03T04:40Z	doc	-	korpus=fixtures/doc-audit/documents.jsonl | dokumen=400 | kata=205613 | issue_total=2225 | per_1k=10.82 | per_rule=merge:241,puebi:773,slang:210,split:106,typo:895 | kapital_awal_kalimat=102 (typo:53) | crash=0 | detik=11.1
2026-08-03T04:41Z	doc	-	korpus=fixtures/doc-audit/documents.jsonl | dokumen=400 | kata=205613 | issue_total=2259 | per_1k=10.99 | per_rule=merge:241,puebi:772,slang:212,split:106,typo:928 | kapital_awal_kalimat=132 (typo:83) | crash=0 | detik=11.5
2026-08-03T04:41Z	doc	-	korpus=fixtures/doc-audit/documents.jsonl | dokumen=400 | kata=205613 | issue_total=2232 | per_1k=10.86 | per_rule=merge:241,puebi:772,slang:212,split:106,typo:901 | kapital_awal_kalimat=105 (typo:56) | crash=0 | detik=12.5
2026-08-03T04:48Z	idempotensi	riset D M1: idempotensi, korpus Wikipedia	semua=awal 2225 akhir 0 baru 14 putaran 2.06 | gerbang=awal 2225 akhir 1141 baru 6 putaran 1.85
2026-08-03T04:48Z	idempotensi	riset D M1: idempotensi, ragam pengguna	semua=awal 592 akhir 0 baru 3 putaran 2.03 | gerbang=awal 592 akhir 204 baru 1 putaran 1.86
2026-08-03T04:51Z	doc	-	korpus=fixtures/doc-audit/dokumen-blog-pemilik.jsonl | dokumen=107 | kata=43447 | issue_total=592 | per_1k=13.63 | per_rule=merge:33,puebi:353,slang:20,split:16,typo:170 | kapital_awal_kalimat=33 (typo:11) | crash=0 | detik=2.7
2026-08-03T04:51Z	doc	-	korpus=fixtures/doc-audit/dokumen-blog-pemilik.jsonl | dokumen=107 | kata=43447 | issue_total=555 | per_1k=12.77 | per_rule=puebi:354,slang:20,split:10,typo:171 | kapital_awal_kalimat=30 (typo:11) | crash=0 | detik=1.5
2026-08-03T04:52Z	doc	-	korpus=fixtures/doc-audit/dokumen-blog-pemilik.jsonl | dokumen=107 | kata=43447 | issue_total=546 | per_1k=12.57 | per_rule=puebi:355,slang:20,typo:171 | kapital_awal_kalimat=29 (typo:11) | crash=0 | detik=1.2
2026-08-03T05:03Z	doc	-	korpus=fixtures/doc-audit/dokumen-blog-pemilik.jsonl | dokumen=107 | kata=43447 | issue_total=592 | per_1k=13.63 | per_rule=merge:33,puebi:353,slang:20,split:16,typo:170 | kapital_awal_kalimat=33 (typo:11) | crash=0 | detik=5.0
2026-08-03T05:03Z	doc	-	korpus=fixtures/doc-audit/dokumen-blog-pemilik.jsonl | dokumen=107 | kata=43447 | issue_total=592 | per_1k=13.63 | per_rule=merge:33,puebi:353,slang:20,split:16,typo:170 | kapital_awal_kalimat=33 (typo:11) | crash=0 | detik=6.1
2026-08-03T05:04Z	doc	-	korpus=fixtures/doc-audit/dokumen-blog-pemilik.jsonl | dokumen=107 | kata=43447 | issue_total=592 | per_1k=13.63 | per_rule=merge:33,puebi:353,slang:20,split:16,typo:170 | kapital_awal_kalimat=33 (typo:11) | crash=0 | detik=5.1
2026-08-03T05:04Z	fp	fix nondeterminisme rangkaian uji	fp_total=0 | per_1k=0.00 | per_rule=- | crash=0 | kata=2430 | lexicon=72608
2026-08-03T05:05Z	recall	fix nondeterminisme rangkaian uji	recall=78/80 (97.5%) | saran=78/78 (100.0%) | miss=2 | saran_salah=0 | over_flag=2 | lexicon=72608 | onnx=ready
2026-08-03T05:05Z	doc	fix nondeterminisme	korpus=fixtures/doc-audit/dokumen-blog-pemilik.jsonl | dokumen=107 | kata=43447 | issue_total=592 | per_1k=13.63 | per_rule=merge:33,puebi:353,slang:20,split:16,typo:170 | kapital_awal_kalimat=33 (typo:11) | crash=0 | detik=4.2
2026-08-03T05:17Z	onnx	riset B: ketangguhan model kontekstual	kasus=55 | tak_deterministik=0 (0.0%) | perturbasi_balik=1 (1.8%) | perturbasi_skor_geser=0 (0.0%) | latensi_p50_p90_p99=794.5/1289.3/1679.1 ms
2026-08-03T05:20Z	onnx	riset B: n lebih besar	kasus=19 | tak_deterministik=0 (0.0%) | perturbasi_balik=1 (5.3%) | perturbasi_skor_geser=0 (0.0%) | latensi_p50_p90_p99=827.5/1255.9/1317.4 ms
2026-08-03T05:29Z	onnx	riset B: sampling diperbaiki	kasus=130 | tak_deterministik=0 (0.0%) | perturbasi_balik=4 (3.1%) | perturbasi_skor_geser=1 (0.8%) | latensi_p50_p90_p99=679.8/1192.5/1393.6 ms
2026-08-03T06:46Z	doc	riset E: korpus blog diperbaiki	korpus=fixtures/doc-audit/dokumen-blog-pemilik.jsonl | dokumen=107 | kata=42826 | issue_total=589 | per_1k=13.75 | per_rule=merge:33,puebi:353,slang:20,split:16,typo:167 | kapital_awal_kalimat=33 (typo:11) | crash=0 | detik=4.3
2026-08-03T09:26Z	sinyal_asing	E-1: angka pembanding temuan 05 dijadikan dapat dihasilkan ulang	populasi=495 wild-typo, 3000 korupsi | bentuk_ortografis=tutup 14.3% rusak 19.87% | kamus_inggris_min5=tutup 0.0% rusak 0.43% | daftar_korpus=tutup 0.0% rusak 0.03% | gabungan_aktif=tutup 0.0% rusak 0.43%
2026-08-03T09:27Z	wild	-	issue_total=2002 | per_1k=12.99 | per_rule=merge:221,puebi:519,slang:281,split:76,typo:905 | crash=0 | kalimat=10000 | kata=154079 | detik=10.4 | lexicon=72608
2026-08-03T09:27Z	sinyal_asing	E-1: pembanding sinyal asing, populasi pra-penekanan	populasi=905 wild-typo, 3000 korupsi | bentuk_ortografis=tutup 32.8% rusak 19.87% | kamus_inggris_min5=tutup 24.5% rusak 0.43% | daftar_korpus=tutup 42.0% rusak 0.03% | gabungan_aktif=tutup 45.3% rusak 0.43%
2026-08-03T09:28Z	sinyal_asing	E-1: pembanding sinyal asing	populasi=905 wild-typo, 3000 korupsi | bentuk_ortografis=tutup 32.8% rusak 19.87% | kamus_inggris_min5=tutup 24.5% rusak 0.43% | daftar_korpus=tutup 42.0% rusak 0.03% | gabungan_aktif=tutup 45.3% rusak 0.43%
2026-08-03T14:03Z	stemmer	riset C: ketangguhan pemenggal imbuhan	lema=49708 | titik_tetap=32742 (65.9%) | turunan_sah=16945 (34.1%) | salah_lucut=21 (0.0%) | tak_idempoten=0 (0.00%) | crash_bermusuhan=0
2026-08-03T14:04Z	stemmer	riset C: salah-lucut yang berakibat	lema=49708 | titik_tetap=32742 (65.9%) | turunan_sah=16945 (34.1%) | salah_lucut=21 (0.0%) | tak_idempoten=0 (0.00%) | salah_terima=437/20000 (2.19%) | crash_bermusuhan=0
2026-08-03T14:25Z	stemmer	riset-C atribusi jalur, populasi penuh	lema=49708 | titik_tetap=32742 (65.9%) | turunan_sah=16945 (34.1%) | salah_lucut=21 (0.0%) | tak_idempoten=0 (0.00%) | salah_terima=819/20000 (4.09%) | jalur_tabrakan=383 (1.92%) | jalur_klitik=4 (0.02%) | jalur_pemenggal=432 (2.16%) | crash_bermusuhan=0
2026-08-03T14:25Z	stemmer	riset-C atribusi jalur, populasi penuh	lema=49708 | titik_tetap=32742 (65.9%) | turunan_sah=16945 (34.1%) | salah_lucut=21 (0.0%) | tak_idempoten=0 (0.00%) | salah_terima=819/20000 (4.09%) | jalur_tabrakan=383 (1.92%) | jalur_klitik=4 (0.02%) | jalur_pemenggal=432 (2.16%) | crash_bermusuhan=0
2026-08-03T14:25Z	stemmer	-	lema=49708 | titik_tetap=32742 (65.9%) | turunan_sah=16945 (34.1%) | salah_lucut=21 (0.0%) | tak_idempoten=0 (0.00%) | salah_terima=819/20000 (4.09%) | jalur_tabrakan=383 (1.92%) | jalur_klitik=4 (0.02%) | jalur_pemenggal=432 (2.16%) | crash_bermusuhan=0
2026-08-04T08:59Z	lintas_bahasa	-	id_kamus=46449 | en_kamus=46449 | id_tabrakan=796/46449 (1.71%) | en_tabrakan=308/46449 (0.66%) | selisih_poin=-1.05
2026-08-04T08:59Z	lintas_bahasa	riset-C populasi penuh tanpa tutup 20k	id_kamus=46449 | en_kamus=46449 | id_tabrakan=796/46449 (1.71%) | en_tabrakan=308/46449 (0.66%) | selisih_poin=-1.05
2026-08-04T08:59Z	stemmer	riset-C populasi penuh tanpa tutup 20k	lema=49708 | titik_tetap=32742 (65.9%) | turunan_sah=16945 (34.1%) | salah_lucut=21 (0.0%) | tak_idempoten=0 (0.00%) | salah_terima=2301/46449 (4.95%) | jalur_tabrakan=796 (1.71%) | jalur_klitik=19 (0.04%) | jalur_pemenggal=1486 (3.20%) | crash_bermusuhan=0
2026-08-07T08:09Z	lema_baru	task-35: 8 lema baru masuk leksikon	dasar=8/9 | berimbuhan=2/4
2026-08-07T08:11Z	lema_baru	task-35: 8 lema baru masuk leksikon	dasar=8/8 | berimbuhan=2/4
2026-08-07T08:12Z	fp	task-35: 8 lema baru (congkel,distro,instal,jagad,literatur,milis,problematika,ribet)	fp_total=0 | per_1k=0.00 | per_rule=- | crash=0 | kata=2430 | lexicon=72616
2026-08-07T08:12Z	recall	task-35: 8 lema baru	recall=78/80 (97.5%) | saran=78/78 (100.0%) | miss=2 | saran_salah=0 | over_flag=2 | lexicon=72616 | onnx=ready
2026-08-07T08:13Z	lema_baru	task-35: 8 lema baru masuk leksikon	dasar=8/8 | berimbuhan=2/4 | temuan_selesai=20 | temuan_tersisa=6
2026-08-07T08:46Z	lema_baru	task-35: diagnosis hibrida	dasar=8/8 | berimbuhan=2/4 | temuan_selesai=20 | temuan_tersisa=6
2026-08-07T15:46Z	sinyal_asing	task-35: calon kosakata komputasi modern, 157 kata	populasi=905 wild-typo, 3000 korupsi | bentuk_ortografis=tutup 45.4% rusak 19.87% | kamus_inggris_min5=tutup 24.5% rusak 0.43% | daftar_korpus=tutup 42.0% rusak 0.03% | gabungan_aktif=tutup 45.3% rusak 0.43% | kosakata_modern=tutup 0.1% rusak 0.00% | gabungan_plus_modern=tutup 45.4% rusak 0.43%
2026-08-07T15:48Z	sinyal_asing	task-35: kosakata modern, korupsi diperbanyak jadi populasi penuh	populasi=905 wild-typo, 46457 korupsi | bentuk_ortografis=tutup 45.4% rusak 20.28% | kamus_inggris_min5=tutup 24.5% rusak 0.33% | daftar_korpus=tutup 42.0% rusak 0.01% | gabungan_aktif=tutup 45.3% rusak 0.33% | kosakata_modern=tutup 0.1% rusak 0.00% | gabungan_plus_modern=tutup 45.4% rusak 0.33%
2026-08-07T15:49Z	fp	task-35: kosakata modern dipasang + cpanel homograf	fp_total=0 | per_1k=0.00 | per_rule=- | crash=0 | kata=2430 | lexicon=72616
2026-08-07T15:49Z	recall	task-35: kosakata modern dipasang + cpanel homograf	recall=78/80 (97.5%) | saran=78/78 (100.0%) | miss=2 | saran_salah=0 | over_flag=2 | lexicon=72616 | onnx=ready
2026-08-08T09:24Z	lema_baru	task-35: intisari masuk leksikon	dasar=9/9 | berimbuhan=2/4 | temuan_selesai=29 | temuan_tersisa=6
2026-08-08T09:25Z	lema_baru	task-35: intisari masuk leksikon	dasar=9/9 | berimbuhan=2/4 | temuan_selesai=29 | temuan_tersisa=6
2026-08-08T09:25Z	fp	task-35: intisari	fp_total=0 | per_1k=0.00 | per_rule=- | crash=0 | kata=2430 | lexicon=72617
2026-08-08T09:25Z	recall	task-35: intisari	recall=78/80 (97.5%) | saran=78/78 (100.0%) | miss=2 | saran_salah=0 | over_flag=2 | lexicon=72617 | onnx=ready
2026-08-08T14:48Z	lema_baru	-	dasar=9/9 | berimbuhan=2/4 | temuan_selesai=29 | temuan_tersisa=6
2026-08-08T15:19Z	kamus_pemenggal	riset-21 koreksi: dua kegagalan berlawanan arah	kamus=29932 | akar_meragukan=628 (68 <=4 huruf) | over_ke_meragukan=20 | over_bukan_kata=0 | kandidat_buntu=2142
2026-08-09T07:14Z	lema_baru	-	dasar=9/9 | berimbuhan=2/4 | temuan_selesai=29 | temuan_tersisa=6
2026-08-09T07:16Z	lema_baru	-	dasar=9/9 | berimbuhan=2/4 | temuan_selesai=29 | temuan_tersisa=6
2026-08-09T07:18Z	lema_baru	-	dasar=9/9 | berimbuhan=2/4 | temuan_selesai=29 | temuan_tersisa=6
